route,description,length,unique,useful
"/subjects/math/calculus/sequences-and-series/reference-sheet/","Use Unit 4A Reference Sheet as a concise reference for formulas, theorem hypotheses, decisions, and common errors.","114","true","true"
"/subjects/math/calculus/sequences-and-series/root-test/","Extract the exponential base hidden in nth powers, apply the Root Test, and interpret limits below, above, or equal to one. Part of Calculus II Unit 4A: Sequences and Infinite Series.","183","true","true"
"/subjects/math/calculus/sequences-and-series/sequence-limit-laws/","Apply sequence limit laws safely, check denominators and domains, and understand how algebraic operations preserve eventual behavior. Part of Calculus II Unit 4A: Sequences and Infinite Series.","193","true","true"
"/subjects/math/calculus/sequences-and-series/sequence-review/","Review sequence review with connected concepts, test-selection guidance, worked reasoning, and exam preparation. Part of Calculus II Unit 4A: Sequences and Infinite Series.","172","true","true"
"/subjects/math/calculus/sequences-and-series/sequences-as-functions/","Treat a sequence as a function on integer inputs, read sequence notation, graph discrete terms, and distinguish the terms from a continuous guide curve. Part of Calculus II Unit 4A: Sequences and Infinite Series.","212","true","true"
"/subjects/math/calculus/sequences-and-series/squeeze-theorem-for-sequences/","Prove limits of bounded oscillating sequences with shrinking envelopes and the sequence form of the Squeeze Theorem. Part of Calculus II Unit 4A: Sequences and Infinite Series.","176","true","true"
"/subjects/math/calculus/sequences-and-series/telescoping-series/","Expose cancellation through finite partial sums, track surviving boundary terms, and evaluate one-step and shifted telescoping series. Part of Calculus II Unit 4A: Sequences and Infinite Series.","194","true","true"
"/subjects/math/calculus/sequences-and-series/test-selection-practice/","Practice convergence-test selection practice with structured problems that require method selection, justification, and error control. Part of Calculus II Unit 4A: Sequences and Infinite Series.","194","true","true"
"/subjects/math/calculus/sequences-series/harmonic-series-diverges/","Its terms approach zero, but they do so too slowly for the accumulated sum to settle.","85","true","true"
"/subjects/math/calculus/sequences-series/ratio-test-vs-root-test/","Use ratios for factorial and product growth, roots for whole expressions raised to n, and recognize when either test returns no decision.","137","true","true"
"/subjects/math/calculus/visuals/","Accessible SVG, PNG, and printable visual guides for derivative, integral, convergence, and Taylor-series reasoning.","116","true","true"
"/subjects/math/calculus/visuals/convergence-tests-flowchart/","Compare nth-term, geometric, p-series, comparison, integral, alternating, ratio, and root tests with cautions.","110","true","true"
"/subjects/math/calculus/visuals/derivative-rules-map/","Use a downloadable derivative-rules map to identify the outer algebraic structure before differentiating.","105","true","true"
"/subjects/math/calculus/visuals/riemann-sum-progression/","See how increasingly fine Riemann sums approximate signed accumulation and lead to a definite integral.","103","true","true"
"/subjects/math/calculus/visuals/taylor-approximation-visual/","Compare Taylor polynomial degrees, centers, intervals, and remainder behavior in an accessible visual guide.","108","true","true"
"/subjects/math/calculus/worked-problems/","Editorially selected calculus problems with concise answers, complete derivations, method choice, and common wrong approaches.","126","true","true"
"/subjects/math/calculus/worked-problems/absolute-versus-conditional-convergence/","See a concise answer and full derivation for classify sum from n equals 1 to infinity (minus 1) to the power (n) / n squared.","125","true","true"
"/subjects/math/calculus/worked-problems/alternating-series-test-example/","See a concise answer and full derivation for test sum from n equals 1 to infinity (minus 1) to the power (n minus 1) / n.","121","true","true"
"/subjects/math/calculus/worked-problems/basic-chain-rule/","See a concise answer and full derivation for differentiate y equals (3 x plus 2) to the power (5).","98","true","true"
"/subjects/math/calculus/worked-problems/fencing-optimization/","See a concise answer and full derivation for use 240 m of fence for three sides of a riverside rectangle. maximize area.","120","true","true"
"/subjects/math/calculus/worked-problems/finite-geometric-sum/","See a concise answer and full derivation for evaluate sum from k equals 0 to 5 3 (2) to the power (k).","102","true","true"
"/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","See a concise answer and full derivation for differentiate f (x) equals integral from 1 to x cosine (t squared) d t.","116","true","true"
"/subjects/math/calculus/worked-problems/infinite-geometric-sum/","See a concise answer and full derivation for evaluate sum from k equals 0 to infinity 1 2 (1 / 3) to the power (k).","115","true","true"
"/subjects/math/calculus/worked-problems/integration-by-parts-log-x/","See a concise answer and full derivation for evaluate integral natural log x d x.","81","true","true"
"/subjects/math/calculus/worked-problems/integration-by-parts-x-e-x/","See a concise answer and full derivation for evaluate integral x e to the power (x) d x.","88","true","true"
"/subjects/math/calculus/worked-problems/interval-of-convergence-example/","See a concise answer and full derivation for find the interval of convergence of sum from n equals 1 to infinity x to the power (n) / n.","136","true","true"
"/subjects/math/calculus/worked-problems/limit-by-factoring/","See a concise answer and full derivation for evaluate limit as x approaches 3 x squared minus 9 over x minus 3.","111","true","true"
"/subjects/math/calculus/worked-problems/limit-by-rationalization/","See a concise answer and full derivation for evaluate limit as x approaches 9 the square root of (x) minus 3 over x minus 9.","124","true","true"
"/subjects/math/calculus/worked-problems/limit-comparison-example/","See a concise answer and full derivation for test sum from n equals 1 to infinity (3 n plus 1) / (n squared plus 2).","116","true","true"
"/subjects/math/calculus/worked-problems/nested-chain-rule/","See a concise answer and full derivation for differentiate y equals (1 plus (2 x minus 3) squared) to the power (4).","116","true","true"
"/subjects/math/calculus/worked-problems/one-sided-piecewise-limit/","See a concise answer and full derivation for for f (x) equals piecewise function: row 1: x plus 2,, x less than 1; row 2: 4 minus x,, x greater than or equal to 1, evaluate the limit as x approaches 1 to the power (minus).","222","true","true"
"/subjects/math/calculus/worked-problems/open-top-box-optimization/","See a concise answer and full derivation for squares of side x are cut from a 12 by 12 sheet. maximize the open box volume.","123","true","true"
"/subjects/math/calculus/worked-problems/product-plus-chain-rule/","See a concise answer and full derivation for differentiate y equals x squared e to the power (3 x).","99","true","true"
"/subjects/math/calculus/worked-problems/quotient-plus-chain-rule/","See a concise answer and full derivation for differentiate y equals natural log x over x squared.","97","true","true"
"/subjects/math/calculus/worked-problems/ratio-test-example/","See a concise answer and full derivation for test sum from n equals 1 to infinity n ! / 4 to the power (n).","107","true","true"
"/subjects/math/calculus/worked-problems/repeated-integration-by-parts/","See a concise answer and full derivation for evaluate integral x squared e to the power (x) d x.","96","true","true"
"/subjects/math/calculus/worked-problems/repeating-decimal-as-a-series/","See a concise answer and full derivation for write 0.272727… as a fraction.","75","true","true"
"/subjects/math/calculus/worked-problems/root-test-example/","See a concise answer and full derivation for test sum from n equals 1 to infinity (2 n / (3 n plus 1)) to the power (n).","120","true","true"
"/subjects/math/calculus/worked-problems/shifted-geometric-series/","See a concise answer and full derivation for evaluate sum from n equals 3 to infinity 2 (1 / 4) to the power (n).","113","true","true"
"/subjects/math/calculus/worked-problems/taylor-approximation-error/","See a concise answer and full derivation for bound the error of the degree-3 maclaurin approximation to e^{0.2}.","112","true","true"
"/subjects/math/calculus/worked-problems/taylor-polynomial-from-derivatives/","See a concise answer and full derivation for if f^(n)(0)=2^n, find the maclaurin series.","88","true","true"
"/subjects/math/calculus/worked-problems/taylor-series-from-known-series/","See a concise answer and full derivation for expand 1/(1+x^2) as a power series.","80","true","true"
"/subjects/math/calculus/worksheets/","Printable Calculus I and II worksheets with complete accessible solutions and separate student and answer-key PDFs.","115","true","true"
"/subjects/math/calculus/worksheets/chain-rule/","Build chain-rule fluency with a printable worksheet, complete key, error analysis, and worked HTML solutions.","109","true","true"
"/subjects/math/calculus/worksheets/evaluating-limits/","Practice evaluating limits with a printable student worksheet, answer key, and accessible worked solutions.","107","true","true"
"/subjects/math/calculus/worksheets/geometric-series/","Practice geometric sequences and series with complete HTML solutions and separate student and key PDFs.","103","true","true"
"/subjects/math/calculus/worksheets/integration-by-parts/","Practice choosing u and dv, repeated integration by parts, and cyclic integrals with a printable key.","101","true","true"
"/subjects/math/calculus/worksheets/optimization/","Practice open-box, fencing, geometry, distance, cost, and revenue optimization with complete derivations.","105","true","true"
"/subjects/math/calculus/worksheets/taylor-series/","Practice Maclaurin and Taylor series with complete solutions, interval checks, and error estimates.","99","true","true"
"/tools/","Use practical academic tools that explain what they do and where they may fail.","79","true","true"
"/tools/math/algebra/expression-checker/","Enter keyboard math or raw LaTeX, simplify it, and check equivalent algebraic answers in the browser.","101","true","true"
"/tools/math/calculus/integration-method-finder/","Describe the structure of an integral and get a ranked first move with an honest explanation.","93","true","true"
