exercise_id,lesson_id,unit,sequence,prompt,answer_guidance
P14.1-E10,P14.1,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson compares explicit and recursive descriptions.
P14.2-E01,P14.2,P14,1,Why is a_{n}=2a_{n-1} incomplete as a sequence definition?,An initial term is needed.
P14.2-E02,P14.2,P14,2,Recover a recursion from an explicit arithmetic formula.,"Use the method developed in the lesson: Generate several terms, identify the repeated operation, propose both forms when possible, and verify that they agree on multiple indices. Verify all conditions and state the final result in the requested representation."
P14.2-E03,P14.2,P14,3,Iterate a nonlinear recurrence.,"Use the method developed in the lesson: Generate several terms, identify the repeated operation, propose both forms when possible, and verify that they agree on multiple indices. Verify all conditions and state the final result in the requested representation."
P14.2-E04,P14.2,P14,4,Explain why an initial condition is required.,"Use the method developed in the lesson: Generate several terms, identify the repeated operation, propose both forms when possible, and verify that they agree on multiple indices. Verify all conditions and state the final result in the requested representation."
P14.2-E05,P14.2,P14,5,State the defining idea behind explicit and recursive descriptions in one precise sentence.,"An explicit rule computes a_n directly from n, while a recursive rule computes a term from earlier terms and initial conditions."
P14.2-E06,P14.2,P14,6,What condition or domain restriction must remain visible in the solution?,"Not every recursion has an elementary explicit formula, and not every finite term list determines a unique rule."
P14.2-E07,P14.2,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is writing a recurrence without a starting term or using a_0 and a_1 inconsistently.
P14.2-E08,P14.2,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.2-E09,P14.2,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.2-E10,P14.2,P14,10,Explain how this lesson's idea will be used later in the course.,The next two lessons specialize to constant-difference and constant-ratio sequences.
P14.3-E01,P14.3,P14,1,"Find the 50th term of 7,12,17,...",252.
P14.3-E02,P14.3,P14,2,Find d from two indexed terms.,"Use the method developed in the lesson: Identify two indexed terms, divide their value difference by index difference to find d, then recover a_1 or another anchor. Verify all conditions and state the final result in the requested representation."
P14.3-E03,P14.3,P14,3,Recover a_1 from a later term.,"Use the method developed in the lesson: Identify two indexed terms, divide their value difference by index difference to find d, then recover a_1 or another anchor. Verify all conditions and state the final result in the requested representation."
P14.3-E04,P14.3,P14,4,Compare arithmetic sequence plot with a line.,"Use the method developed in the lesson: Identify two indexed terms, divide their value difference by index difference to find d, then recover a_1 or another anchor. Verify all conditions and state the final result in the requested representation."
P14.3-E05,P14.3,P14,5,State the defining idea behind arithmetic sequences in one precise sentence.,An arithmetic sequence has a constant difference d between consecutive terms.
P14.3-E06,P14.3,P14,6,What condition or domain restriction must remain visible in the solution?,Indexing from zero changes the intercept form but not the additive pattern.
P14.3-E07,P14.3,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is using nd instead of (n-1)d when a_1 is the first term.
P14.3-E08,P14.3,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.3-E09,P14.3,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.3-E10,P14.3,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson replaces repeated addition with repeated multiplication.
P14.4-E01,P14.4,P14,1,"Find a_8 for 5,-10,20,...",-640.
P14.4-E02,P14.4,P14,2,Find r from two consecutive terms.,"Use the method developed in the lesson: Use indexed terms to form r^{difference in indices}, solve for r, and verify sign and magnitude against the term pattern. Verify all conditions and state the final result in the requested representation."
P14.4-E03,P14.4,P14,3,Find r across a multi-step index gap.,"Use the method developed in the lesson: Use indexed terms to form r^{difference in indices}, solve for r, and verify sign and magnitude against the term pattern. Verify all conditions and state the final result in the requested representation."
P14.4-E04,P14.4,P14,4,Analyze negative and fractional ratios.,"Use the method developed in the lesson: Use indexed terms to form r^{difference in indices}, solve for r, and verify sign and magnitude against the term pattern. Verify all conditions and state the final result in the requested representation."
P14.4-E05,P14.4,P14,5,State the defining idea behind geometric sequences in one precise sentence.,A geometric sequence has a constant ratio r between consecutive nonzero terms.
P14.4-E06,P14.4,P14,6,What condition or domain restriction must remain visible in the solution?,A zero term can make ratio-based recovery impossible or indicate a special sequence.
P14.4-E07,P14.4,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is dividing terms separated by several indices and treating the result as the one-step ratio.
P14.4-E08,P14.4,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.4-E09,P14.4,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.4-E10,P14.4,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson studies general iteration and long-run behavior of recurrences.
P14.5-E01,P14.5,P14,1,Find the fixed point of x_{n+1}=0.75x_n+12.,48.
P14.5-E02,P14.5,P14,2,Find a fixed point of a recurrence.,"Use the method developed in the lesson: Compute terms with full precision, solve fixed-point equations, compare initial values, and describe observed rather than assumed long-run behavior. Verify all conditions and state the final result in the requested representation."
P14.5-E03,P14.5,P14,3,Compare stable and unstable fixed points qualitatively.,"Use the method developed in the lesson: Compute terms with full precision, solve fixed-point equations, compare initial values, and describe observed rather than assumed long-run behavior. Verify all conditions and state the final result in the requested representation."
P14.5-E04,P14.5,P14,4,Analyze a two-cycle in a simple recurrence.,"Use the method developed in the lesson: Compute terms with full precision, solve fixed-point equations, compare initial values, and describe observed rather than assumed long-run behavior. Verify all conditions and state the final result in the requested representation."
P14.5-E05,P14.5,P14,5,"State the defining idea behind recurrence, iteration, and discrete dynamical models in one precise sentence.",A recurrence x_{n+1}=f(x_n) repeatedly applies one function to the current state.
P14.5-E06,P14.5,P14,6,What condition or domain restriction must remain visible in the solution?,A numerical pattern over a few terms does not prove convergence. Formal proofs belong to later analysis.
P14.5-E07,P14.5,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is confusing the recurrence function’s graph with the sequence’s term plot.
P14.5-E08,P14.5,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.5-E09,P14.5,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.5-E10,P14.5,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson introduces notation for accumulating many sequence terms.
P14.6-E01,P14.6,P14,1,How many terms are in sum k=4 to 19?,16.
P14.6-E02,P14.6,P14,2,Rewrite an expanded sum in sigma notation.,"Use the method developed in the lesson: Expand a few terms to verify notation, count the terms, evaluate systematically, and distinguish the summation index from outside variables. Verify all conditions and state the final result in the requested representation."
P14.6-E03,P14.6,P14,3,Change index without changing the sum.,"Use the method developed in the lesson: Expand a few terms to verify notation, count the terms, evaluate systematically, and distinguish the summation index from outside variables. Verify all conditions and state the final result in the requested representation."
P14.6-E04,P14.6,P14,4,Count terms from inclusive bounds.,"Use the method developed in the lesson: Expand a few terms to verify notation, count the terms, evaluate systematically, and distinguish the summation index from outside variables. Verify all conditions and state the final result in the requested representation."
P14.6-E05,P14.6,P14,5,State the defining idea behind sigma notation and finite sums in one precise sentence.,"Sigma notation compactly represents a finite sum by naming an index, lower and upper bounds, and a summand."
P14.6-E06,P14.6,P14,6,What condition or domain restriction must remain visible in the solution?,An empty or reversed-bound convention depends on context and should not be assumed at this level unless defined.
P14.6-E07,P14.6,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is using the upper bound as the number of terms regardless of the lower bound.
P14.6-E08,P14.6,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.6-E09,P14.6,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.6-E10,P14.6,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson derives a closed form for arithmetic sums.
P14.7-E01,P14.7,P14,1,Find 1+2+...+100.,5050.
P14.7-E02,P14.7,P14,2,Derive the formula by reversing and pairing.,"Use the method developed in the lesson: Find a_n if necessary, identify the number of terms from indexing, apply the formula, and attach units. Verify all conditions and state the final result in the requested representation."
P14.7-E03,P14.7,P14,3,Find n from a total.,"Use the method developed in the lesson: Find a_n if necessary, identify the number of terms from indexing, apply the formula, and attach units. Verify all conditions and state the final result in the requested representation."
P14.7-E04,P14.7,P14,4,Apply to consecutive integers and linear costs.,"Use the method developed in the lesson: Find a_n if necessary, identify the number of terms from indexing, apply the formula, and attach units. Verify all conditions and state the final result in the requested representation."
P14.7-E05,P14.7,P14,5,State the defining idea behind arithmetic series in one precise sentence.,An arithmetic series is the finite sum of an arithmetic sequence.
P14.7-E06,P14.7,P14,6,What condition or domain restriction must remain visible in the solution?,"When n is odd, the middle term pairs with itself conceptually; the formula remains valid."
P14.7-E07,P14.7,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is using the final index as n when the sequence begins at another index.
P14.7-E08,P14.7,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.7-E09,P14.7,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.7-E10,P14.7,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson derives the finite geometric sum formula.
P14.8-E01,P14.8,P14,1,Find 3+6+12+...+3·2^9.,3(2^10-1)=3069.
P14.8-E02,P14.8,P14,2,Derive formula by multiplying by r and subtracting.,"Use the method developed in the lesson: Identify the first term, ratio, and number of terms, choose a stable form, and check the result against the largest term or a direct short sum. Verify all conditions and state the final result in the requested representation."
P14.8-E03,P14.8,P14,3,Handle r=1 separately.,"Use the method developed in the lesson: Identify the first term, ratio, and number of terms, choose a stable form, and check the result against the largest term or a direct short sum. Verify all conditions and state the final result in the requested representation."
P14.8-E04,P14.8,P14,4,Use finite series in finance and repeated measurement.,"Use the method developed in the lesson: Identify the first term, ratio, and number of terms, choose a stable form, and check the result against the largest term or a direct short sum. Verify all conditions and state the final result in the requested representation."
P14.8-E05,P14.8,P14,5,State the defining idea behind finite geometric series in one precise sentence.,A finite geometric series sums terms with a constant ratio.
P14.8-E06,P14.8,P14,6,What condition or domain restriction must remain visible in the solution?,The case r=1 must be handled separately as n a_1.
P14.8-E07,P14.8,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is using exponent n-1 in the sum formula because the nth term uses n-1.
P14.8-E08,P14.8,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.8-E09,P14.8,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.8-E10,P14.8,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson lets the number of terms grow without bound.
P14.9-E01,P14.9,P14,1,Evaluate 5-2.5+1.25-... .,5/(1+0.5)=10/3.
P14.9-E02,P14.9,P14,2,Distinguish terms from partial sums.,"Use the method developed in the lesson: Identify a and r, test |r|<1 before using the formula, and distinguish total path length from signed displacement in applications. Verify all conditions and state the final result in the requested representation."
P14.9-E03,P14.9,P14,3,Analyze oscillatory convergence for negative r.,"Use the method developed in the lesson: Identify a and r, test |r|<1 before using the formula, and distinguish total path length from signed displacement in applications. Verify all conditions and state the final result in the requested representation."
P14.9-E04,P14.9,P14,4,Explain divergence when |r|≥1.,"Use the method developed in the lesson: Identify a and r, test |r|<1 before using the formula, and distinguish total path length from signed displacement in applications. Verify all conditions and state the final result in the requested representation."
P14.9-E05,P14.9,P14,5,State the defining idea behind infinite geometric series and convergence in one precise sentence.,An infinite series is defined through the limit of its sequence of partial sums.
P14.9-E06,P14.9,P14,6,What condition or domain restriction must remain visible in the solution?,Negative r can produce oscillatory convergence. The sum may lie between successive partial sums.
P14.9-E07,P14.9,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is applying the infinite formula to |r|≥1 or treating the sum as one of the individual terms.
P14.9-E08,P14.9,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.9-E09,P14.9,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.9-E10,P14.9,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson introduces induction as a proof method for integer-indexed claims.
P14.10-E01,P14.10,P14,1,What does the inductive hypothesis allow you to assume?,"The statement is true for one arbitrary allowed integer k, solely to prove the k+1 case."
P14.10-E02,P14.10,P14,2,Prove an arithmetic-series identity.,"Use the method developed in the lesson: State the proposition clearly, prove the base case, write the hypothesis, transform the k+1 case using that hypothesis, and conclude for all permitted integers. Verify all conditions and state the final result in the requested representation."
P14.10-E03,P14.10,P14,3,Prove divisibility by induction.,"Use the method developed in the lesson: State the proposition clearly, prove the base case, write the hypothesis, transform the k+1 case using that hypothesis, and conclude for all permitted integers. Verify all conditions and state the final result in the requested representation."
P14.10-E04,P14.10,P14,4,Diagnose a proof that assumes the k+1 case.,"Use the method developed in the lesson: State the proposition clearly, prove the base case, write the hypothesis, transform the k+1 case using that hypothesis, and conclude for all permitted integers. Verify all conditions and state the final result in the requested representation."
P14.10-E05,P14.10,P14,5,State the defining idea behind mathematical induction in one precise sentence.,Mathematical induction proves a statement for every integer in a sequence of allowed values.
P14.10-E06,P14.10,P14,6,What condition or domain restriction must remain visible in the solution?,"Strong induction and multiple base cases are useful when a step depends on several earlier cases, but ordinary induction is the main spine here."
P14.10-E07,P14.10,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is assuming the k+1 statement or failing to use the inductive hypothesis.
P14.10-E08,P14.10,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.10-E09,P14.10,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.10-E10,P14.10,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson studies binomial coefficients and their recursive pattern.
P14.11-E01,P14.11,P14,1,What is the sum of entries in row n using row 0 indexing?,2^n.
P14.11-E02,P14.11,P14,2,Build Pascal's triangle recursively.,"Use the method developed in the lesson: Use row indexing consistently, connect each entry to a combination, and exploit recursion or factorial formulas as appropriate. Verify all conditions and state the final result in the requested representation."
P14.11-E03,P14.11,P14,3,"Interpret C(n,k) combinatorially.","Use the method developed in the lesson: Use row indexing consistently, connect each entry to a combination, and exploit recursion or factorial formulas as appropriate. Verify all conditions and state the final result in the requested representation."
P14.11-E04,P14.11,P14,4,"Use coefficient symmetry C(n,k)=C(n,n-k).","Use the method developed in the lesson: Use row indexing consistently, connect each entry to a combination, and exploit recursion or factorial formulas as appropriate. Verify all conditions and state the final result in the requested representation."
P14.11-E05,P14.11,P14,5,State the defining idea behind pascal's triangle and binomial coefficients in one precise sentence.,"Pascal’s triangle organizes binomial coefficients, with each interior entry equal to the sum of the two entries above it."
P14.11-E06,P14.11,P14,6,What condition or domain restriction must remain visible in the solution?,"Row numbering may begin at zero or one in different sources, so always state the convention."
P14.11-E07,P14.11,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is reversing the powers of a and b or using row n+1 under a row-zero convention.
P14.11-E08,P14.11,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.11-E09,P14.11,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.11-E10,P14.11,P14,10,Explain how this lesson's idea will be used later in the course.,The next lesson assembles these coefficients into the binomial theorem.
P14.12-E01,P14.12,P14,1,Find the x^3 coefficient in (3+x)^6.,"C(6,3)3^3=540."
P14.12-E02,P14.12,P14,2,Use sigma notation for the binomial theorem.,"Use the method developed in the lesson: Identify n, choose k from the requested power, compute the coefficient and powers carefully, and verify symmetry or endpoint terms. Verify all conditions and state the final result in the requested representation."
P14.12-E03,P14.12,P14,3,Find a specified term without full expansion.,"Use the method developed in the lesson: Identify n, choose k from the requested power, compute the coefficient and powers carefully, and verify symmetry or endpoint terms. Verify all conditions and state the final result in the requested representation."
P14.12-E04,P14.12,P14,4,"Classify a mixed discrete model by differences, ratios, or recurrence.","Use the method developed in the lesson: Identify n, choose k from the requested power, compute the coefficient and powers carefully, and verify symmetry or endpoint terms. Verify all conditions and state the final result in the requested representation."
P14.12-E05,P14.12,P14,5,State the defining idea behind the binomial theorem and discrete-model synthesis in one precise sentence.,"The binomial theorem expands (a+b)^n as a sum of terms C(n,k)a^{n-k}b^k."
P14.12-E06,P14.12,P14,6,What condition or domain restriction must remain visible in the solution?,The theorem assumes nonnegative integer n in this course. Infinite generalized binomial series belong later.
P14.12-E07,P14.12,P14,7,Describe the most likely incorrect first step and explain why it fails.,A common error is using the target exponent as k without checking whether it belongs to a or b.
P14.12-E08,P14.12,P14,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P14.12-E09,P14.12,P14,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P14.12-E10,P14.12,P14,10,Explain how this lesson's idea will be used later in the course.,The next unit synthesizes the course and builds an explicit bridge into Calculus.
P15.1-E01,P15.1,P15,1,Which feature most strongly separates polynomial from exponential end behavior?,"Exponential constant-ratio growth and one-sided horizontal asymptote behavior, rather than power-law end behavior."
P15.1-E02,P15.1,P15,2,Classify a rational graph from holes and asymptotes.,"Use the method developed in the lesson: Inventory domain and restrictions, inspect differences or ratios, identify symmetry and end behavior, and state both the best candidate and the evidence still needed. Verify all conditions and state the final result in the requested representation."
P15.1-E03,P15.1,P15,3,Classify a periodic table.,"Use the method developed in the lesson: Inventory domain and restrictions, inspect differences or ratios, identify symmetry and end behavior, and state both the best candidate and the evidence still needed. Verify all conditions and state the final result in the requested representation."
P15.1-E04,P15.1,P15,4,Distinguish parametric path from ordinary function graph.,"Use the method developed in the lesson: Inventory domain and restrictions, inspect differences or ratios, identify symmetry and end behavior, and state both the best candidate and the evidence still needed. Verify all conditions and state the final result in the requested representation."
P15.1-E05,P15.1,P15,5,State the defining idea behind function-family classification in one precise sentence.,"Function-family classification uses domain, range, transformations, rate patterns, zeros, asymptotes, periodicity, and representation type as evidence."
P15.1-E06,P15.1,P15,6,What condition or domain restriction must remain visible in the solution?,"Classification is a model-selection claim, not a demand that every data set belong perfectly to one named family."
P15.1-E07,P15.1,P15,7,Describe the most likely incorrect first step and explain why it fails.,A common error is choosing a family from silhouette alone or from the chapter where the problem happens to appear.
P15.1-E08,P15.1,P15,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P15.1-E09,P15.1,P15,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P15.1-E10,P15.1,P15,10,Explain how this lesson's idea will be used later in the course.,The next lesson compares candidate models more formally.
P15.2-E01,P15.2,P15,1,Name two reasons to reject a numerically good fit.,"Implausible parameters, wrong domain behavior, systematic residuals, or unsupported extrapolation."
P15.2-E02,P15.2,P15,2,Compare sinusoidal and polynomial seasonal fits.,"Use the method developed in the lesson: Define the decision question, fit or derive candidates, inspect residuals, interpret parameters, test domain and limiting behavior, and defend one model with stated limitations. Verify all conditions and state the final result in the requested representation."
P15.2-E03,P15.2,P15,3,Reject a rational model with a contextual asymptote.,"Use the method developed in the lesson: Define the decision question, fit or derive candidates, inspect residuals, interpret parameters, test domain and limiting behavior, and defend one model with stated limitations. Verify all conditions and state the final result in the requested representation."
P15.2-E04,P15.2,P15,4,Explain why lowest residual sum alone may be insufficient.,"Use the method developed in the lesson: Define the decision question, fit or derive candidates, inspect residuals, interpret parameters, test domain and limiting behavior, and defend one model with stated limitations. Verify all conditions and state the final result in the requested representation."
P15.2-E05,P15.2,P15,5,State the defining idea behind model selection and comparison in one precise sentence.,"Model selection compares how well different function families explain data, structure, and context."
P15.2-E06,P15.2,P15,6,What condition or domain restriction must remain visible in the solution?,A more complicated model can overfit noise. A simpler model can miss real structure.
P15.2-E07,P15.2,P15,7,Describe the most likely incorrect first step and explain why it fails.,A common error is choosing the highest fit statistic without evaluating plausibility or uncertainty.
P15.2-E08,P15.2,P15,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P15.2-E09,P15.2,P15,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P15.2-E10,P15.2,P15,10,Explain how this lesson's idea will be used later in the course.,The next lesson revisits average rate of change across function families.
P15.3-E01,P15.3,P15,1,Find average rate of ln x from 1 to e.,1/(e-1).
P15.3-E02,P15.3,P15,2,Compare rates over shrinking intervals.,"Use the method developed in the lesson: Compute endpoint values exactly when possible, form a consistent difference quotient, interpret sign and units, and compare with another interval or model. Verify all conditions and state the final result in the requested representation."
P15.3-E03,P15.3,P15,3,Interpret a negative average rate in context.,"Use the method developed in the lesson: Compute endpoint values exactly when possible, form a consistent difference quotient, interpret sign and units, and compare with another interval or model. Verify all conditions and state the final result in the requested representation."
P15.3-E04,P15.3,P15,4,Relate a secant slope to a table difference quotient.,"Use the method developed in the lesson: Compute endpoint values exactly when possible, form a consistent difference quotient, interpret sign and units, and compare with another interval or model. Verify all conditions and state the final result in the requested representation."
P15.3-E05,P15.3,P15,5,State the defining idea behind average rate of change revisited in one precise sentence.,Average rate of change measures net output change per input change over a finite interval.
P15.3-E06,P15.3,P15,6,What condition or domain restriction must remain visible in the solution?,Average rate does not equal average output and does not describe instantaneous behavior.
P15.3-E07,P15.3,P15,7,Describe the most likely incorrect first step and explain why it fails.,A common error is calculating [f(b)-f(a)]/(b-a) correctly but interpreting it as the function’s value or as a constant rate everywhere.
P15.3-E08,P15.3,P15,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P15.3-E09,P15.3,P15,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P15.3-E10,P15.3,P15,10,Explain how this lesson's idea will be used later in the course.,The next lesson lets the interval begin at a variable input and have width h.
P15.4-E01,P15.4,P15,1,Simplify the difference quotient for f(x)=3x+5.,3.
P15.4-E02,P15.4,P15,2,Difference quotient for 1/x.,"Use the method developed in the lesson: Write f(x+h) with full grouping, subtract the entire f(x), factor or rationalize, cancel only common factors, and retain h≠0. Verify all conditions and state the final result in the requested representation."
P15.4-E03,P15.4,P15,3,Difference quotient for sqrt(x) using conjugates.,"Use the method developed in the lesson: Write f(x+h) with full grouping, subtract the entire f(x), factor or rationalize, cancel only common factors, and retain h≠0. Verify all conditions and state the final result in the requested representation."
P15.4-E04,P15.4,P15,4,Interpret h as interval width.,"Use the method developed in the lesson: Write f(x+h) with full grouping, subtract the entire f(x), factor or rationalize, cancel only common factors, and retain h≠0. Verify all conditions and state the final result in the requested representation."
P15.4-E05,P15.4,P15,5,State the defining idea behind difference quotients in one precise sentence.,The difference quotient [f(x+h)-f(x)]/h is the average rate of change over an interval of width h beginning at x.
P15.4-E06,P15.4,P15,6,What condition or domain restriction must remain visible in the solution?,Cancellation creates a simplified formula for nonzero h; it does not define the original secant at h=0.
P15.4-E07,P15.4,P15,7,Describe the most likely incorrect first step and explain why it fails.,A common error is expanding f(x+h) as f(x)+f(h) or failing to distribute the subtraction.
P15.4-E08,P15.4,P15,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P15.4-E09,P15.4,P15,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P15.4-E10,P15.4,P15,10,Explain how this lesson's idea will be used later in the course.,The next lesson examines their behavior as h approaches zero.
P15.5-E01,P15.5,P15,1,What do left and right secant slopes suggest for f(x)=|x| at 0?,"They approach -1 and 1, so no single tangent slope exists."
P15.5-E02,P15.5,P15,2,Compare left and right secants at |x| near 0.,"Use the method developed in the lesson: Compute a table of secant slopes for positive and negative h, compare the trends, and support the numerical evidence with a graph. Verify all conditions and state the final result in the requested representation."
P15.5-E03,P15.5,P15,3,Identify a vertical tangent candidate.,"Use the method developed in the lesson: Compute a table of secant slopes for positive and negative h, compare the trends, and support the numerical evidence with a graph. Verify all conditions and state the final result in the requested representation."
P15.5-E04,P15.5,P15,4,Explain why h cannot equal zero in a secant quotient.,"Use the method developed in the lesson: Compute a table of secant slopes for positive and negative h, compare the trends, and support the numerical evidence with a graph. Verify all conditions and state the final result in the requested representation."
P15.5-E05,P15.5,P15,5,State the defining idea behind secant lines and tangent intuition in one precise sentence.,A secant line passes through two graph points; a tangent line describes local direction at one point.
P15.5-E06,P15.5,P15,6,What condition or domain restriction must remain visible in the solution?,Approaching zero is not the same as substituting h=0 into the original quotient.
P15.5-E07,P15.5,P15,7,Describe the most likely incorrect first step and explain why it fails.,"A common error is drawing any line that touches the graph once and calling it tangent, even when it crosses nearby or lacks the correct local slope."
P15.5-E08,P15.5,P15,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P15.5-E09,P15.5,P15,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P15.5-E10,P15.5,P15,10,Explain how this lesson's idea will be used later in the course.,The next lesson explains why smooth curves often look linear under magnification.
P15.6-E01,P15.6,P15,1,Use local linearity for sqrt(x) near x=9 with slope about 1/6 to estimate sqrt(9.3).,Approximately 3+0.3/6=3.05.
P15.6-E02,P15.6,P15,2,Compare approximation errors at x=1.1 and 1.01.,"Use the method developed in the lesson: Identify the anchor point and slope, write the line, compare exact and approximate values at several distances, and describe the error trend. Verify all conditions and state the final result in the requested representation."
P15.6-E03,P15.6,P15,3,Analyze a corner at |x|.,"Use the method developed in the lesson: Identify the anchor point and slope, write the line, compare exact and approximate values at several distances, and describe the error trend. Verify all conditions and state the final result in the requested representation."
P15.6-E04,P15.6,P15,4,Analyze oscillation of x sin(1/x) near zero conceptually.,"Use the method developed in the lesson: Identify the anchor point and slope, write the line, compare exact and approximate values at several distances, and describe the error trend. Verify all conditions and state the final result in the requested representation."
P15.6-E05,P15.6,P15,5,State the defining idea behind local linearity and magnification in one precise sentence.,Local linearity is the tendency of a smooth function to resemble its tangent line over a sufficiently small interval.
P15.6-E06,P15.6,P15,6,What condition or domain restriction must remain visible in the solution?,"A graph appearing linear at one screen resolution is visual evidence, not a proof of differentiability."
P15.6-E07,P15.6,P15,7,Describe the most likely incorrect first step and explain why it fails.,A common error is using the secant slope from a large interval as though it were a local tangent slope.
