figure_id,lesson_id,unit,figure_role,description,interactivity_default,alt_text_requirement,canonical_lesson_path,renderer_requirement,interaction_required,required_capabilities,static_fallback,accessibility_contract,print_contract,asset_budget,authoring_rule
A0.1-V1,A0.1,A0,Anchor,Draggable number line with direction arrows and opposite pairs.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/arithmetic-readiness/number-lines-and-signed-quantities/,bettergrades-interactive-2d,yes,bounded-drag; reset,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.4-V3,A11.4,A11,Representation,Unlike-term error panel.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/adding-and-subtracting-radicals/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.5-V1,A11.5,A11,Anchor,Equivalent-fraction multiplier.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/rationalizing-monomial-denominators/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.5-V2,A11.5,A11,Mechanism,Denominator transformation.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/rationalizing-monomial-denominators/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.5-V3,A11.5,A11,Representation,Value-preservation check.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/rationalizing-monomial-denominators/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.6-V1,A11.6,A11,Anchor,Conjugate product.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/conjugates-and-binomial-denominators/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.6-V2,A11.6,A11,Mechanism,Middle-term cancellation.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/conjugates-and-binomial-denominators/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.6-V3,A11.6,A11,Representation,Complex preview.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/conjugates-and-binomial-denominators/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.7-V1,A11.7,A11,Anchor,Equivalence machine.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/rational-exponents/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.7-V2,A11.7,A11,Mechanism,Operation-order comparison.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/rational-exponents/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.7-V3,A11.7,A11,Representation,Domain cases.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/rational-exponents/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.8-V1,A11.8,A11,Anchor,Isolate-power-repeat flow.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/solving-radical-equations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.8-V2,A11.8,A11,Mechanism,Implication arrow.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/solving-radical-equations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.8-V3,A11.8,A11,Representation,Check panel.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/solving-radical-equations/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.9-V1,A11.9,A11,Anchor,Sign-merging map.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/extraneous-solutions-and-domain/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.9-V2,A11.9,A11,Mechanism,Candidate filter.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/extraneous-solutions-and-domain/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.9-V3,A11.9,A11,Representation,Domain-before-solving strip.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/extraneous-solutions-and-domain/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.10-V1,A11.10,A11,Anchor,Complex plane.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/complex-numbers-and-conjugates/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.10-V2,A11.10,A11,Mechanism,Powers-of-i cycle.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/complex-numbers-and-conjugates/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A11.10-V3,A11.10,A11,Representation,Conjugate reflection.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/radicals-complex-numbers/complex-numbers-and-conjugates/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.1-V1,A12.1,A12,Anchor,Mapping diagrams.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/relations-and-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.1-V2,A12.1,A12,Mechanism,Discrete and continuous relations.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/relations-and-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.1-V3,A12.1,A12,Representation,Vertical-line consequence.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/relations-and-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.2-V1,A12.2,A12,Anchor,Input trace.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/function-notation-and-evaluation/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.2-V2,A12.2,A12,Mechanism,Notation anatomy.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/function-notation-and-evaluation/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.2-V3,A12.2,A12,Representation,Common misreading panel.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/function-notation-and-evaluation/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.3-V1,A12.3,A12,Anchor,Horizontal intersections.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/solving-f-x-k/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.3-V2,A12.3,A12,Mechanism,Table reverse lookup.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/solving-f-x-k/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.3-V3,A12.3,A12,Representation,Evaluate-versus-solve comparison.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/solving-f-x-k/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.4-V1,A12.4,A12,Anchor,Restriction overlay.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/domain/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.4-V2,A12.4,A12,Mechanism,Context boundary.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/domain/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.4-V3,A12.4,A12,Representation,Algebraic checklist.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/domain/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.5-V1,A12.5,A12,Anchor,Annotated graph.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/range-and-graph-behavior/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.5-V2,A12.5,A12,Mechanism,Vertical/horizontal probes.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/range-and-graph-behavior/,bettergrades-interactive-2d,yes,linked-view; reset,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.5-V3,A12.5,A12,Representation,Endpoint and arrow legend.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/range-and-graph-behavior/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.6-V1,A12.6,A12,Anchor,Domain partition.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/piecewise-defined-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.6-V2,A12.6,A12,Mechanism,Graph pieces.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/piecewise-defined-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.6-V3,A12.6,A12,Representation,Endpoint conditions.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/piecewise-defined-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.7-V1,A12.7,A12,Anchor,Parallel function machines.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/arithmetic-with-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.7-V2,A12.7,A12,Mechanism,Output combination.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/arithmetic-with-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.7-V3,A12.7,A12,Representation,Domain intersection.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/arithmetic-with-functions/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.8-V1,A12.8,A12,Anchor,Family gallery.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/comparing-algebraic-families/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.8-V2,A12.8,A12,Mechanism,Linked representations.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/comparing-algebraic-families/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A12.8-V3,A12.8,A12,Representation,Model-choice map.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/functions/comparing-algebraic-families/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A13.1-V1,A13.1,A13,Anchor,Arithmetic/geometric tables.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/exponential-logarithmic/additive-versus-multiplicative-patterns/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A13.1-V2,A13.1,A13,Mechanism,Linear/exponential graph comparison.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/exponential-logarithmic/additive-versus-multiplicative-patterns/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
A13.1-V3,A13.1,A13,Representation,Repeated-change animation.,Interactive when manipulation reveals mechanism; otherwise static SVG.,"Describe all mathematically relevant geometry, labels, direction, and state without giving away an intended inference.",/subjects/math/algebra/exponential-logarithmic/additive-versus-multiplicative-patterns/,static-svg,no,,mandatory deterministic SVG; unchanged on interaction failure,title + visible caption + long description + reading order + non-color cue + keyboard semantics when interactive,grayscale-safe compiled print mapping or verified SVG asset,<50 KB optimized SVG target; interactive route payload remains route-local and within BVLP budgets,"VisualSpec v1 only; no renderer APIs, arbitrary code, raw TikZ, or source LaTeX in public payloads"
