exercise_id,lesson_id,unit,sequence,prompt,answer
P6.11-E10,P6.11,P6,10,State how this lesson connects forward.,"The next lesson, Solving exponential equations, uses this result as part of a larger structure."
P6.12-E01,P6.12,P6,1,Solve 2^x=32.,x=5.
P6.12-E02,P6.12,P6,2,Solve 9^x=27.,x=3/2.
P6.12-E03,P6.12,P6,3,Solve e^(3x)=7.,x=ln7/3.
P6.12-E04,P6.12,P6,4,Can 2^x=-4 have real solution?,No.
P6.12-E05,P6.12,P6,5,State the defining idea of solving exponential equations in one precise sentence.,"Exponential equations place the unknown in an exponent and are solved by common bases, logarithms, substitution, or numerical methods."
P6.12-E06,P6.12,P6,6,State the condition that must be checked before using the method.,Positive-base exponentials have positive outputs; sums of exponentials may require a new variable.
P6.12-E07,P6.12,P6,7,Describe the first invalid step in the common error.,A frequent error is taking logs before isolating the exponential or rounding too early.
P6.12-E08,P6.12,P6,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P6.12-E09,P6.12,P6,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P6.12-E10,P6.12,P6,10,State how this lesson connects forward.,"The next lesson, Solving logarithmic equations and interpreting inverse models, uses this result as part of a larger structure."
P6.13-E01,P6.13,P6,1,Solve log_5 x=3.,x=125.
P6.13-E02,P6.13,P6,2,Solve ln(x-2)=0.,x=3.
P6.13-E03,P6.13,P6,3,Factor for +1 on base-10 log scale.,10.
P6.13-E04,P6.13,P6,4,General time in A=A0b^t.,ln(A/A0)/lnb.
P6.13-E05,P6.13,P6,5,State the defining idea of solving logarithmic equations and interpreting inverse models in one precise sentence.,A logarithmic equation must be solved inside the original positive-argument domain.
P6.13-E06,P6.13,P6,6,State the condition that must be checked before using the method.,"Doubling time, half-life, and logarithmic scales are inverse questions for exponential models."
P6.13-E07,P6.13,P6,7,Describe the first invalid step in the common error.,A frequent error is accepting a root that makes an original logarithm argument nonpositive.
P6.13-E08,P6.13,P6,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P6.13-E09,P6.13,P6,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P6.13-E10,P6.13,P6,10,State how this lesson connects forward.,"The next lesson, Systems as intersections and models, uses this result as part of a larger structure."
P7.1-E01,P7.1,P7,1,Solve y=x+4 and y=3x-2.,"(3,7)."
P7.1-E02,P7.1,P7,2,Solve 2x+y=7 and x-y=2.,"(3,1)."
P7.1-E03,P7.1,P7,3,"Check (1,3) in x+y=4,2x-y=-1.",It satisfies both.
P7.1-E04,P7.1,P7,4,Define break-even.,Revenue equals cost.
P7.1-E05,P7.1,P7,5,State the defining idea of systems as intersections and models in one precise sentence.,A system solution satisfies every equation simultaneously and appears graphically as a common intersection.
P7.1-E06,P7.1,P7,6,State the condition that must be checked before using the method.,Parallel lines have no solution and coincident lines have infinitely many solutions.
P7.1-E07,P7.1,P7,7,Describe the first invalid step in the common error.,A frequent error is accepting a point that satisfies only one equation.
P7.1-E08,P7.1,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.1-E09,P7.1,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.1-E10,P7.1,P7,10,State how this lesson connects forward.,"The next lesson, Nonlinear systems, uses this result as part of a larger structure."
P7.2-E01,P7.2,P7,1,Solve y=x^2 and y=4.,"(-2,4),(2,4)."
P7.2-E02,P7.2,P7,2,Solve y=x^2 and y=-1.,No real solution.
P7.2-E03,P7.2,P7,3,Meaning double root.,Tangency.
P7.2-E04,P7.2,P7,4,Why graph first?,Estimate solution count and location.
P7.2-E05,P7.2,P7,5,State the defining idea of nonlinear systems in one precise sentence.,"A nonlinear system contains at least one curved relation and may have zero, one, or several intersections."
P7.2-E06,P7.2,P7,6,State the condition that must be checked before using the method.,A repeated root often represents tangency; a negative discriminant can show no real line-parabola intersections.
P7.2-E07,P7.2,P7,7,Describe the first invalid step in the common error.,A frequent error is listing only x-values instead of complete intersection points.
P7.2-E08,P7.2,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.2-E09,P7.2,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.2-E10,P7.2,P7,10,State how this lesson connects forward.,"The next lesson, Systems of inequalities and feasible regions, uses this result as part of a larger structure."
P7.3-E01,P7.3,P7,1,Line style y≤2x+1.,Solid.
P7.3-E02,P7.3,P7,2,Line style y>2x+1.,Dashed.
P7.3-E03,P7.3,P7,3,"Intersection x+y=8,x+2y=10.","(6,2)."
P7.3-E04,P7.3,P7,4,Define feasible point.,Satisfies every inequality.
P7.3-E05,P7.3,P7,5,State the defining idea of systems of inequalities and feasible regions in one precise sentence.,A system of inequalities describes the intersection of several shaded solution regions.
P7.3-E06,P7.3,P7,6,State the condition that must be checked before using the method.,"Solid boundaries are included; dashed boundaries are excluded. Feasible regions may be bounded, unbounded, or empty."
P7.3-E07,P7.3,P7,7,Describe the first invalid step in the common error.,A frequent error is using the union of regions instead of their overlap.
P7.3-E08,P7.3,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.3-E09,P7.3,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.3-E10,P7.3,P7,10,State how this lesson connects forward.,"The next lesson, Systems in three variables, uses this result as part of a larger structure."
P7.4-E01,P7.4,P7,1,One equation in three variables.,A plane.
P7.4-E02,P7.4,P7,2,Meaning 0=5.,No solution.
P7.4-E03,P7.4,P7,3,Meaning free variable.,Infinitely many solutions.
P7.4-E04,P7.4,P7,4,"Solve x+y+z=3,x-y+z=1,x+y-z=1.","(1,1,1)."
P7.4-E05,P7.4,P7,5,State the defining idea of systems in three variables in one precise sentence.,"A linear equation in three variables describes a plane, and a system seeks their common point, line, plane, or empty intersection."
P7.4-E06,P7.4,P7,6,State the condition that must be checked before using the method.,A contradiction means no solution; a free variable produces an infinite family.
P7.4-E07,P7.4,P7,7,Describe the first invalid step in the common error.,A frequent error is performing elimination on only one pair and stopping with insufficient information.
P7.4-E08,P7.4,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.4-E09,P7.4,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.4-E10,P7.4,P7,10,State how this lesson connects forward.,"The next lesson, Matrix notation and operations, uses this result as part of a larger structure."
P7.5-E01,P7.5,P7,1,"Dimension with 4 rows,3 columns.",4x3.
P7.5-E02,P7.5,P7,2,Can 2x2 add 2x3?,No.
P7.5-E03,P7.5,P7,3,"Dot (1,3) with (2,-1).",-1.
P7.5-E04,P7.5,P7,4,Is AB generally BA?,No.
P7.5-E05,P7.5,P7,5,State the defining idea of matrix notation and operations in one precise sentence.,A matrix is a rectangular array whose dimensions record row and column counts.
P7.5-E06,P7.5,P7,6,State the condition that must be checked before using the method.,"Matrix multiplication is generally not commutative, and one order may be undefined."
P7.5-E07,P7.5,P7,7,Describe the first invalid step in the common error.,A frequent error is multiplying corresponding entries instead of using dot products.
P7.5-E08,P7.5,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.5-E09,P7.5,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.5-E10,P7.5,P7,10,State how this lesson connects forward.,"The next lesson, Augmented matrices and row operations, uses this result as part of a larger structure."
P7.6-E01,P7.6,P7,1,"Matrix for x+y=2,x-y=4.","[[1,1|2],[1,-1|4]]."
P7.6-E02,P7.6,P7,2,Name row operations.,"Swap, nonzero scale, row replacement."
P7.6-E03,P7.6,P7,3,Why zero placeholders?,Preserve column alignment.
P7.6-E04,P7.6,P7,4,Meaning divider.,Separates coefficients and constants.
P7.6-E05,P7.6,P7,5,State the defining idea of augmented matrices and row operations in one precise sentence.,An augmented matrix records a linear system in a fixed variable order.
P7.6-E06,P7.6,P7,6,State the condition that must be checked before using the method.,Multiplying a row by zero is forbidden because it erases a constraint.
P7.6-E07,P7.6,P7,7,Describe the first invalid step in the common error.,A frequent error is changing coefficients without changing the constant term.
P7.6-E08,P7.6,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.6-E09,P7.6,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.6-E10,P7.6,P7,10,State how this lesson connects forward.,"The next lesson, Gaussian elimination and echelon form, uses this result as part of a larger structure."
P7.7-E01,P7.7,P7,1,Define pivot.,First nonzero entry in a nonzero row.
P7.7-E02,P7.7,P7,2,Where zero rows?,At bottom.
P7.7-E03,P7.7,P7,3,"Meaning [0,0|7].",No solution.
P7.7-E04,P7.7,P7,4,Can echelon pivots differ from 1?,Yes.
P7.7-E05,P7.7,P7,5,State the defining idea of gaussian elimination and echelon form in one precise sentence.,Gaussian elimination creates row-echelon form by clearing entries below successive pivots.
P7.7-E06,P7.7,P7,6,State the condition that must be checked before using the method.,Contradiction rows mean no solution; zero rows may reveal free variables.
P7.7-E07,P7.7,P7,7,Describe the first invalid step in the common error.,A frequent error is losing the row-operation audit trail in arithmetic clutter.
P7.7-E08,P7.7,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.7-E09,P7.7,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.7-E10,P7.7,P7,10,State how this lesson connects forward.,"The next lesson, Gauss-Jordan elimination and reduced row-echelon form, uses this result as part of a larger structure."
P7.8-E01,P7.8,P7,1,Is RREF unique?,Yes.
P7.8-E02,P7.8,P7,2,Define rank.,Number of pivots.
P7.8-E03,P7.8,P7,3,"Consistent 2 variables,rank2.",Unique solution.
P7.8-E04,P7.8,P7,4,"Free variables in 5 variables,rank3.",2.
P7.8-E05,P7.8,P7,5,State the defining idea of gauss-jordan elimination and reduced row-echelon form in one precise sentence.,Reduced row-echelon form has pivot ones that are the only nonzero entries in their columns.
P7.8-E06,P7.8,P7,6,State the condition that must be checked before using the method.,RREF is unique for a matrix.
P7.8-E07,P7.8,P7,7,Describe the first invalid step in the common error.,A frequent error is calling a matrix reduced before clearing above pivots.
P7.8-E08,P7.8,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.8-E09,P7.8,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.8-E10,P7.8,P7,10,State how this lesson connects forward.,"The next lesson, Determinants, singularity, and inverse matrices, uses this result as part of a larger structure."
P7.9-E01,P7.9,P7,1,det identity 2x2.,1.
P7.9-E02,P7.9,P7,2,"det [[0,1],[1,0]].",-1.
P7.9-E03,P7.9,P7,3,What nonzero determinant implies.,Invertible.
P7.9-E04,P7.9,P7,4,What zero determinant implies.,Singular.
P7.9-E05,P7.9,P7,5,"State the defining idea of determinants, singularity, and inverse matrices in one precise sentence.",The determinant of a square matrix detects invertibility and geometric area scaling.
P7.9-E06,P7.9,P7,6,State the condition that must be checked before using the method.,"The absolute determinant is the two-dimensional area scale, and a negative sign reverses orientation."
P7.9-E07,P7.9,P7,7,Describe the first invalid step in the common error.,A frequent error is attempting to divide by a zero determinant.
P7.9-E08,P7.9,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.9-E09,P7.9,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.9-E10,P7.9,P7,10,State how this lesson connects forward.,"The next lesson, Linear transformations and multivariable modeling, uses this result as part of a larger structure."
P7.10-E01,P7.10,P7,1,"Images for [[0,-1],[1,0]].","e1 to (0,1), e2 to (-1,0)."
P7.10-E02,P7.10,P7,2,"Apply to (3,2).","(-2,3)."
P7.10-E03,P7.10,P7,3,What transformation?,90-degree counterclockwise rotation.
P7.10-E04,P7.10,P7,4,Meaning determinant zero.,Collapse to lower dimension.
P7.10-E05,P7.10,P7,5,State the defining idea of linear transformations and multivariable modeling in one precise sentence.,"A matrix transformation sends the standard basis vectors to its columns, determining the image of every vector."
P7.10-E06,P7.10,P7,6,State the condition that must be checked before using the method.,"A matrix model must keep rows, columns, units, and input meanings consistent."
P7.10-E07,P7.10,P7,7,Describe the first invalid step in the common error.,A frequent error is switching the row and column interpretations halfway through a model.
P7.10-E08,P7.10,P7,8,Explain how the result should be checked in another representation.,"Translate the answer into a graph, table, interval, mapping, equation, or context and verify that the same inputs, outputs, and restrictions appear."
P7.10-E09,P7.10,P7,9,Write one exact conclusion and one corresponding approximate conclusion.,"Keep the symbolic form exact, then report a rounded value with its stated precision only when numerical comparison is needed."
P7.10-E10,P7.10,P7,10,State how this lesson connects forward.,This lesson completes the internal production manuscript and establishes the background needed for the trigonometric sequence.
